comment,cleaned_comment,predicted_sentiment
"Dipanggil Pak...
Mbalesii Gus...


Suruh maen ke jawatimur...
Maennya kurang jauh ituu😅😅",maen jawatimur kurang jauh ituu,negative
Hatiku pindah dukungan ke 02..  pembahasan gibran sangat mudah di pahami dan masuk akal .,pindah dukung bahas gibran sangat mudah paham dan masuk akal,negative
"ya ga susah""amat si klau jadi koalisi dibanding oposisi, koalisi tinggl melanjutkan aja program""dan gagasan yng udah ada ,🙏",susahamat klau jadi koalisi banding oposisi koalisi tinggl lanjut aja programdan gagas yng udah ada,negative
Monggo silahkan comen yg bilang mas gibran blimbing sayur monggo,silah comen bilang mas gibran blimbing sayur monggo,negative
"Cawapres 1 dan 3 kebanyakan curhat , bukan menjawab pertanyaan 😂",dan banyak curhat bukan jawab tanya,negative
Pak mahmud emg boleh se ngarang itu?,mahmud emg boleh ngarang itu,negative
"Mahfud dan cak iminvvisinya masih ngawang2 nggak jelas, visi Gibran paling jelas. Maaf, saya pindah ke gibran aja",dan cak iminvvisinya masih ngawang nggak jelas visi paling jelas saya pindah gibran aja,negative
"Lihat Mic nya Gibran berapa banyak, tidakkah anda melihat  dikerah baju, yg dipegang, yg didepan mulut dan dibawah kuping. Kok banyak sekali ya padahal yg lain enggak seperti itu. Lihat berita terbaru Roy Suryo mengenai mic nya gibrand. Seperti ujian nyontek",nya berapa banyak tidak anda lihat kerah baju pegang depan mulut dan bawah kuping banyak sekali padahal lain enggak seperti itu berita baru kena mic nya gibrand uji nyontek,negative
1:54:25 sulit apanya itu  ...cuma belum pernah dengar saja apa itu sgie,sulit apa itu cuma belum pernah dengar saja apa itu sgie,negative
prabowo gibran,prabowo gibran,negative
Siapa pun calon nya.. yg berani usir rohinya  skrg. aq coblos..  tpi jika  salah satu tidak ada yg berani  usir rohingya..  males nyoblos..  bgus  tidur  nonton youtube ..😂😂😂,pun calon nya berani usir roh skrg coblos tpi jika salah satu tidak ada berani usir rohingya males nyoblos bgus tidur nonton youtube,negative
"gibran rupanya sama dengan bapaknya dikit2 mau menaikan pajak,ini sangat berbahaya",gibran rupa sama dengan bapak dikit mau naik pajakini sangat bahaya,negative
Mungkin ini yg d maksud jokowi 3 priode,ini maksud jokowi priode,negative
"Prabowo banyak aksi, sedangkan cawapres nya penuh dengan wawasan dan pengetahuan, fiks si gemoy di hati, Nomor 2 ❤❤❤❤",banyak aksi sedang cawapres nya penuh dengan wawas dan tahu fiks gemoy hati,negative
"Jd ingt pas sesi tukar kado di matanajwa. Imin ksih kaos yng tulisan ny mnyinggung n mnyepelekan gibran trus mahfud ksih buku yng kesan nyruh bljar n mnypelekan trus mahfud prnh blng klo imin lwan debat terberat. Nyta ny 1 n 3 😂😂dah lah......melek noh yng klian anggap bocah😂😂😂😂
Seakn pling kren imin sm mahfud tp nyta ny ayam sayur😂😂😂....!!!
JNGN ANGGAP REMEH ORNG LAIN MALU NYA ITU LHO😁UPS😂😂😂...!!!

GAS BPAK PRABOWO N MAS GIBRAN😎",ingt pas sesi tukar kado matanajwa ksih kaos yng tulis mnyinggung mnyepelekan gibran trus mahfud ksih buku yng kesan nyruh bljar mnypelekan trus mahfud prnh blng klo imin lwan debat berat dah lahmelek noh yng klian anggap bocah pling kren imin mahfud nyta ayam sayur jngn anggap remeh orng lain malu nya itu lhoups gas bpak prabowo mas gibran,negative
Siapa presidennya maupun wakilnya yang penting jangan sengsarain rakyat kecil ammin,presiden maupun wakil yang penting jangan sengsarain rakyat kecil ammin,negative
Kesimpulan Ganjar Mahmud saya yakin hanya omong kosong doang,saya yakin hanya omong kosong doang,negative
Prabowo gibran👍👍👍👍👍yakin pilih nomer 2,gibranyakin pilih nomer,negative
Pak prabowo  - pak gibran ❤,prabowo pak gibran,negative
saya tidak setuju kalau pajak  dinaikan,saya tidak tuju kalau pajak naik,negative
Kayaknya lebih seru debat CAWAPRES drpd debat CAPRES nya.. 😂,lebih seru debat cawapres drpd debat capres nya,negative
"Kemarin debat capres komennya Dukung Anies Imin, skrg banyak dukung Prabowo Gibran 😂 kalo milih yaudah milih aja ga usah gembar gembor 😅",debat capres komennya skrg banyak dukung kalo milih yaudah milih aja usah gembar gembor,negative
Waw gibran saya bangga punya pemuda visioner sperti anda😊,gibran saya bangga punya pemuda visioner sperti anda,negative
"Diam Terliat cupu, bergerak ternyata suhuu. ALL IN PRABOWO - GIBRAN ❤✌✌",cupu gerak nyata suhuu all prabowo gibran,negative
Itu gibran pakai softlens...meja nya Beamsplitter akrilik. Pakai tekhnologi canggih dipandu dari jarak jauh sepertinya. Otak kosong.,gibran pakai softlensmeja nya akrilik tekhnologi canggih pandu dari jarak jauh seperti kosong,negative
"Terlihat samgat jelas yang memiliki IQ dan EQ paling bagus adalah Prof. Mahfud MD.. Jawabannya Substantif, fokus, detail.. Pertanyaan yang disampaikan juga cerdas tidak ada ke arah menyerang paslon lain.. Dan memjawab dengan sangat tenang.. 

Kedewasaan Emosi jelas sekali terlihat.. Bukan cuma masalah usia dan pengalaman ( jam terbang ) tetapi Kesopanan juga terlihat jelas..",samgat jelas yang milik dan paling bagus adalah fokus detail yang sampai juga cerdas tidak ada arah serang paslon lain memjawab dengan sangat tenang jelas sekali lihat cuma masalah usia dan alam jam terbang tetapi juga lihat jelas,negative
"mas gibran udh terbiasa denger2 bapaknya dicemooh dia pun jg terbiasa ngedepin masyarakat,jdi kesannya lbh apa adanya.",mas gibran udh biasa denger bapak cemooh dia pun biasa ngedepin masyarakatjdi kesan lbh apa ada,negative
kami dukung anak jokowi 100❤,kami dukung anak jokowi,negative
PRABOWO GIBRAN 2024,prabowo gibran,negative
Malu sama anak igusan 😂😂😂😂 all ini prabowo gibran,sama anak igusan all ini prabowo gibran,negative
"Jargon ""slepet"" 😂😂😂 sory paslon ini gw skip .",slepet sory paslon ini skip,negative
PRABOWO GIBRAN,prabowo gibran,negative
Gibran yg awalnya banyak yg meragukan krna sebelumnya gk pernah ikut debat di universitas² banyak yg berfikir pas depat di KPU bakal babak belur..tapi ternyata gibran bsa membuktikan di debat kali ini tampil on fire🎉❤,awal banyak ragu krna belum pernah ikut debat universitas banyak berfikir pas depat kpu bakal babak belurtapi nyata gibran bsa bukti debat kali ini tampil fire,negative
"Visi misinya gus amin serba bantuan ini yg ngebentuk mental indonesia jdi mental peminta mental2 mengharapkan bantuan jdi bikin mental warga indonesia males kerja, jdi gimana mau majunya indonesia coba",misi gus amin serba bantu ini ngebentuk mental indonesia jdi mental minta mental harap bantu jdi bikin mental warga indonesia males kerja jdi gimana mau maju indonesia coba,negative
Benar itu gibran,itu gibran,negative
Sabar sabar ini ujian mohon maaf 2024 jatahnya pak Prabowo & Mas Gibran yah insha Allah yakin & bisa membawa NKRI lebih maju & lebih baik lagi 🥰🥰🥰,sabar ini uji mohon maaf jatah pak yah insha yakin bisa bawa nkri lebih maju lebih baik lagi,negative
Jatim all in prabowo gibran 🔥🔥🔥🔥,all prabowo gibran,negative
Yah sama kayak anda dulu bilang gak minat dan sekarang jadi minat,sama kayak anda dulu bilang gak minat dan sekarang jadi minat,negative
gibran keren....pengalaman kalah telak sm mahfud....cmn ga pengalaman saja gokilnya kayak gini apalagi kalo nnti sdh berpengalaman....,gibran kerenpengalaman kalah telak mahfudcmn alam saja gokilnya kayak gin apalagi kalo nnti sdh alam,negative
Indonesia gak kurang orang2 cerdas ❤,gak kurang orang cerdas,negative
"Dalam sekolah. Ad kata
Pemuda generasi bangsa.negar 
Maju truss gibran
Munurut.   Anda. Gimna.    .",sekolah kata generasi bangsanegar truss gibran,negative
Jujur saya ragu dengan Gibran saat debat. Tapi setelah melihat ekspresi Gibran menolak ditawarkan menjawab pertanyaan awak media saya semakin ragu dan sangat tidak mendukung G**r*n lagi...,saya ragu dengan saat debat telah lihat ekspresi tolak tawar jawab tanya awak media saya makin ragu dan sangat tidak dukung lagi,negative
Siapapun yang bisa hpusin pinjol gue bukan omong doang gue pilih dah 😂,yang bisa hpusin pinjol gue bukan omong doang gue pilih dah,negative
"Kata ""SLEPET"" kok agak gimana gitu ya dengernya, enggak enak didenger pak 🙏",slepet kok agak gimana gitu dengernya enggak enak didenger pak,negative
Kempul  Gibran  sip ga  usah  panjang 2 Gibran sedikit  padat,sip usah panjang sedikit padat,negative
"MENURUT KAMI GIBRAN TERLALU AMBISIUS , DILIHAT DARI PENYAMPAIANNYA MIRIP PRABOWO AJA ,LAIN DENGAN GUSMUHAIMIN DAN MAHFUD MD.",turut kami gibran terlalu ambisius lihat dari sampai mirip prabowo aja lain dengan gusmuhaimin dan mahfud,negative
saya paling tidak ppercaya sama yg no urut satu 😂😂😂😂,saya paling tidak ppercaya sama urut satu,negative
"Genjod boleh. ..asal jgn merugikan rakyat...dulu recever"" mp 2...musnah   karna smua stasiun tv gak bisa...berdalih recever mp 4 yg bisa...terus yg recever mp 2...buat apa kalau gak guna itu kan beli",boleh asal jgn rugi rakyatdulu recever musnah karna smua stasiun gak bisaberdalih recever bisaterus recever buat apa kalau gak guna itu kan beli,negative
"Hayoo mas gibran kami rakyat🇮🇩kerjadi🇲🇾pilih 02
Untuk 🇮🇩emas",mas gibran kami rakyatkerjadipilih emas,negative
"98% komentar positip memuji gibran ❤, smoga RI menjadi negara maju di level atas dunia 🤲🤲🤲",komentar positip puji gibran smoga jadi negara maju level atas dunia,negative
"Penasaran ntar kecurangan apa yg di dapat oleh rakyat dlm debat ini,kt tnggu saja",ntar curang apa dapat oleh rakyat dlm debat inikt tnggu saja,negative
Untuk pak ganjar dan pak mafudberdua menang pilpres mohon di hukum prabowo,pak ganjar dan pak mafudberdua menang pilpres mohon hukum prabowo,negative
Gibran emang makyosszx sing Ade lawannn👍👍mantap,emang makyosszx sing lawannnmantap,negative
Benar sekali gass poll mas gibran,sekali gass poll mas gibran,negative
Tengelamkan anis banyak teori 😂,anis banyak teori,negative
Pak Mahfud udah tau banyak korupsi selama anda menjabat di pemerintahan kenapa tidak bisa anda Brantas selama ini kenapa sekarang anda baru bersuara?????selama ini anda kemana pak😂,udah tau banyak korupsi lama anda jabat perintah kenapa tidak bisa anda lama ini kenapa sekarang anda baru bersuaraselama ini anda mana pak,negative
"01 Mau bangun 40 kota sekelas Jkt? 5th di Jkt aja tambah rusak - macet tambah parah karena jalur sepeda & sumur resapan, sungai jorok, perumahan kumuh bertambah; 02 Proyek Biofuels? Pangan tdk mencukupi msh mau bikin Biofuels - ujung2nya hrga pangan tambah naik, tanah ladang & perairan rusak. Blm lg Food estate yg tdk beres; 03 Sangat realistis dgn program yg jelas tdk bombastis yg berpotensi korupsi besar spt program pasangan yg lain",bangun kota kelas aja tambah rusak macet tambah parah karena jalur sepeda sumur resap sungai jorok rumah kumuh tambah tdk cukup msh mau bikin ujung hrga pangan tambah naik tanah ladang air rusak estate tdk beres realistis dgn program jelas tdk bombastis potensi korupsi besar spt program pasang lain,negative
Tidak ada yang berani hukum mati koruptor..,ada yang berani hukum mati koruptor,negative
Ini jawaban Gibran bgusbgus y. Pdhl semptdi remehkan,jawab bgusbgus semptdi remeh,negative
Saya lebih memilih jokowi prabowo,lebih pilih jokowi prabowo,negative
Sekarang  mau jdi krja susah  org atas main tunjuk saja jdi sekolh mcm gk ad hrga.  It skrg.,mau jdi krja susah org atas main tunjuk saja jdi sekolh mcm hrga skrg,negative
Rakyat fik prabowo gibran,fik prabowo gibran,negative
Cak imin mendadak kena flu di gas gibran yg katanya anak kecil wkwkwkwk,imin dadak kena flu gas gibran kata anak kecil wkwkwkwk,negative
Setelah saya liat debat cawapres semalam pilihan saya jadi mantap pilih paslon no 2 Pragib😊,saya liat debat cawapres malam pilih saya jadi mantap pilih paslon,negative
"Pesan penutup Gibran tanpa baca Text , wkwkw paslon 1 baca text, itu dibuat dari anies, dia cuman baca doang, katanya pakai otak, gitu aja gak bisa ngapalin, sampai harus baca, skip no 1",tutup tanpa baca wkwkw paslon baca text itu buat dari anies dia cuman baca doang kata pakai otak gitu aja gak bisa ngapalin sampai harus baca skip,negative
"ciri""  ada 2 orang paling susah di nasehati.. 
1. pendosa
2. pendukung anis",ciri ada orang paling susah nasehat dosa dukung anis,negative
Gus janji 5 M utk desa🤣🤣🤣 omong kosong.....kan pernah dia bilang di suatu podcas bahwa itu semua cuma kampanye doang 🤣🤣🤣🤣🤣,janji utk desa omong kosong pernah dia bilang suatu podcas bahwa itu semua cuma kampanye doang,negative
"Saya tidak tinggal di Indonesia, tapi saya tidak setuju sih kalo kota-kota di Indonesia dibikin seperti Jakarta... Sekarang aja di kota-kota kecil sudah terjadi kemacetan dimana-mana, bahkan banjirpun mulai menggenangi perkotaan-perkotaan kecil... Karena semua warganya ingin memiliki rumah sendiri-sendiri, akhirnya kebun-kebun yang dulu hijau dibabat habis, didirikan rumah semua... akhirnya air hujannya gak kemana-mana, menggenangi jalan raya karena kanan kirinya bangunan konkrit semua...",tidak tinggal tapi saya tidak tuju sih kalo kotakota bikin seperti aja kotakota kecil sudah jadi macet dimanamana bahkan banjir mulai genang perkotaanperkotaan kecil semua warga ingin milik rumah sendirisendiri akhir kebunkebun yang dulu hijau babat habis diri rumah semua akhir air hujan gak kemanamana genang jalan raya karena kanan kiri bangun konkrit semua,negative
Untuk imin sih ngimpi ya.,imin sih ngimpi,negative
Tolong kalau yang gratis gratis jangan mudah dipercaya,kalau yang gratis gratis jangan mudah percaya,negative
Prabowo presidenku.,presiden,negative
Temanya durubah ...makanya bissa jwab,durubah makanya bissa jwab,negative
Tidak ada yang berani hukum mati koruptor,ada yang berani hukum mati koruptor,negative
Mudahan satu putaran ya... Untuk paslon  2 ya..sehingga tdk menghambur2kan apbn.... Ayo satu putaran saja...,satu putar paslon yasehingga tdk hambur apbn satu putar saja,negative
"Orang yg ga bnyak  bicara jangan d angap enteng ,  sekali. Berbicara ,  bikin orang   ga bisa ngomong dan klou bicara  masuk akal ,  diam bukan berarti ga  erti apa²  tapi dia  lebih cerdas   pertanyaan   dan jawaban   , d tangapi   dengan tenang dan masuk akal. , bravo 👏   mas gibran  untuk indonesia 🇮🇩  eas",bnyak bicara jangan angap enteng sekali bikin orang bisa ngomong dan klou bicara masuk akal diam bukan arti erti apa tapi dia lebih cerdas tanya dan jawab tangap dengan tenang dan masuk akal bravo mas gibran untuk indonesia eas,negative
"Sedih aku tu knp harus Pak Prof Mahfud MD sih rival nya Gibran, 22 nya aku suka gimana dong ini? Udah lah aku golput aja 😢",aku knp harus sih rival nya nya aku suka gimana dong ini lah aku golput aja,negative
gibran loh recall recall🤣,gibran loh recall recall,negative
kalo debat wapres saya akui mas gibran juaranya. keren mas gibran. 👍👍,kalo debat wapres saya aku mas gibran juara keren mas gibran,negative
hajar,hajar,negative
"VISI MISI  GIBRAN ....TEXT BOOK ......MUNGKIN BUKU CATATAN NYA ....PENUH CATATAN , SAMBIL NONTON GANJAR DALAM PEMAPARAN  VISI MISI GANJAR , DI KAMPUS KAMPUS DAN UNDANGAN  LEMBAGA DAN CENDIKIAWAN  DAN KAMPANYE DI BERBAGAI DAERAH .  SAMA PERSIS ....????
HALLO .....TAPI BAGAIMANA MENAIKAN ATAU MENAMBAH TAX RATIO MENJADI 28 % BELUM TERJAWAB .....KARENA CUMA ANGAN ANGAN .....???  
 ( PERTANYAAN MAKHFUD BUKAN BEDA TAX RATIO DAN TAX RATE )

 MUNGKIN MEMPERBANYAK PUNGUTAN PAJAK DARI  PRODUSEN  """" ASAM SULFAT """" ....???

 OLEH KARENA ITU ADA MOMENTUM SI SAMSUL BERTERIMAKASIH ATAS BANTUAN """"GANJAR""""
JUJUR JUGA YA.....!!!",visi misi gibran text book mungkin buku catat nya penuh catat sambil nonton ganjar dalam papar visi misi ganjar kampus kampus dan undang lembaga dan cendikiawan dan kampanye bagai daerah sama persis hallo tapi bagaimana naik atau tambah tax ratio jadi belum jawab karena cuma angan angan tanya makhfud bukan beda tax ratio dan tax rate mungkin banyak pungut pajak dari produsen asam sulfat oleh karena itu ada momentum samsul berterimakasih atas bantu ganjar jujur juga,negative
"Dukung gibran , samangat mas gibran , 💪💪💪",gibran samangat mas gibran,negative
Bicara para paslon smua gak ada yg gak manis klo ngomong...tetapi klo sudah jadi smua di ingkari...ingat sumpahmu janjimu adalah amanah & akan kau pertanggung jwb kan...jadi jgn main2 dengan smua janjimu...krna akhirat itu nyata...,para paslon smua gak ada gak manis klo ngomongtetapi klo sudah jadi smua ingkariingat sumpah janji adalah amanah akan kau tanggung jwb kanjadi jgn main dengan smua janjimukrna akhirat itu nyata,negative
