cleaned_comment,cluster
debat cawapres ini turut saya lebih bobot daripada debat capres saling serang tahan mas gibran all prabowo,7
tahun milyard tiap desa,7
kota dalam tahun emgg bisa bapak satu ini,7
tanpa text document tahun akan datang moga mas gibran jadi sosok special politik dari bapak jokowi ilmu oertahanan negara dari bapak prabowo,7
komentar positip puji gibran smoga jadi negara maju level atas dunia,7
level jakrta hadeuhh capres nya ajh bangub jkrta belum slesi janji nya ajh mleset smua mau bangun kota slevel jkrtawaduhhh agak agak,7
gibran,8
gibran,8
gibran,8
caper topi nya prabowo,7
cerdas dan tulus jiwa pimpin telah beri jokowi anak,2
aja uda langgar janji omong nya gak bisa pegang itu kalian pilih jadi pimpin negara lah mata kalian coba bener telusur jgn cuma percaya kata kata dia memang pandai ngomong kerja nyata nolll prabowo gibran,7
baca amin baca amin akhir pun ankat jari ragu amin cuma bisa buat indonesia majuu,7
nomor gua ngga ngerti apa visi misi mereka,7
untuk desameragukan,7
gibran mna nih,7
yesyg lain,7
selalu lepet bingung,7
untuk ingat ini sudah tahun berapa aja udah ngelag otak,7
hmmmm nyambung,7
buming keren abizzz papar,7
muhaiminide nya ata teori nya kok lawan dngan apa coba laku sbelum nyaaneh memank,7
duaa gibrannnn,7
alah benet,7
putaranyesss,7
saya harap bawa acara lebih transparan dlm buka amplop debat cawapres ikut jgn halang rak amplop biar tidak ada curiga,7
tetap hati,7
debat langsung serang miris lihat paslon awal debat sudah jelas apa gagas visi misi tapi malah bukan substansi nya jabar malah seperti buah tanya gibran the best,7
bagus tapi pelaksanaanya bohong yang bener janji jomowi benar yang lain cuma ndobol,7
gibran yes prabowo ttp,8
prabowo gibran,8
prabowogibran rata kerja keras bukan terima bersih,7
urut untuk maju tuju emas thn,7
yang nonton debat dari mana sih,7
urusin dulu umk dan umr rata,7
gibran kurang tidur yaalatihan terus dan gaya bicara pak banget,7
the best,10
the best pak gibran cerdas and jenius,10
pimpin,7
apa sih selalu bpk ucap,7
you mass,7
sengaja lihat kelumit debat cawapres dan situ aku impressed banget sama akhir sampai nyari full debat youtube,7
pak mahmud tengah curahat kepada rakyat loch omong orang tua,7
bapak haji prabowo dan gibran moga menang pak prabowo jadilh pemipinku abadi lama,5
sama cawapres slepet slepet mulu wkwkwkwkwk kira kita anak muda bahasa kyk kali yah slepet slepet wkwkwkw tpi tiap cak imin ngomong slepet ken ngakak kasih mas gibran sudah ucap selamat natal ini tunjuk kami sebagain kaum minoritas tidak lupa oleh mas gibran bhinekka tunggal ika,11
anak muda sadar bhw dia lahir negara yang milik gam dan itu nampak lewat sapa awal dan akhir,2
menang,5
sini kita nilai bahwa visi misi mas lebih jelas dan tepat,7
daklaku wakil urut,7
berkurda pak ganjar,7
kota banyak ikn baru akan dibngun level bhkn lbh struktur dan lbh canggih aja diributin tak tuju mau msuk akal ngoment konsisten jalur antara dan harap depan sring lbh disiplin,7
yang tanya apa yang jawab apa yang tanya tips triks jawab malah defensif gitu,7
respek sdikitpun sma imin cakimin,7
sangkin nafsu tukang kibul jadi ngaur logika pun hilang hahaha,7
tukang kibul minmin,7
baca pak muhaimin itu taruh mana,7
ekpresi pak mahmud kok kayak gmna gitu,7
suara bisik,0
cek suara bisik,0
sya lihat dan dengar debat ini turut nilai saya bahwa lebih unggul dlm sampai misi yang singkat padat dan jelasmudah paham jika banding dgn lain,7
saya pun dengar ada bilang udah detik akhir cawapres gibran tanggap pak mahfud,7
alaikum saya harap kpd alloh siapa jadi menang caprescawapres jadi negara adil dan makmur,7
dengan singkat biar mereka pica otak untuk jawab mas gibran keren,7
gak ragu lagi emang cerdas dan santun serta benar hormat tiap agama,7
banyak anak anak indonesia yang pintar tapi lowong kerja nya mana kapan mau maju,2
jauh ini ide sih kira bocah ambisi doang kopas bokapnya wkwkwk boleh juga nih bocah pisang,7
ciri ada orang paling susah nasehat dosa dukung anis,7
kepala tuyul lewat,7
prabowo gibran oke,8
putar ada gibran wakil,3
segel segel tapi belakang sono kek main sulap tulis kecil kek gitu aja dari jarak berapa meter itu bsa baca atau ada catat nya hahaha lucu,7
muda wapresnyacb klo capresnyatak dukung jls,7
sih ama soal depan sdm karna kalo kita mau makin maju lagi sdm perlu sangat kualitas didik indonesia juga lebih baik lagi mohon untum sosialisasi wali murid kalo ada ubah sistem didik utama kurikulum biar para wali murid juga bisa damping putra putri rumah,7
bansos mulu yang harus benah tuh sektor lapang pkerjaan gmana cara bisa banyak lapang kerja,7
sampai makin,7
tiga wakil cuman wakil doang ngerti ngomong apa nyinggung ikn padahal jelas kemarin beliau ngedukung project tsb skrg malah dukung tuh ikn hahaha kocak banget,7
untuk amin iminnnn tau arti visimisi gak visi cara misi planning ingin capai,7
fokus,7
suka kalo para calon ktika debat pakai baju daerah atau adatseolah olah,7
disiplin waktu bicara aja kita bisa liat kok siapa paling baik hehe simple seperti itu aja perhati insyaallah hal dan urus besar bisa urus dengan baik dan bijak,7
imin tnya apa jawab apa paham tanya kocak bed dah,7
lihat debat lihat gibran seperti lihat sedang berbicaramirip sekali,7
wadaw kali pertama mendengarnyaa,7
anggar negara triliun trus triliun utk program makan siang gratis dan susu gratis tambah lagi triliun lebih utk bangun ikn masih banyak lahan milik kakak prabowo dan kolega sisa triliun baru utk lain plus tambah naik pajak ini strategi dealan politik lihat jelas upaya rampok anggar negara dengan celah kkn sangat besar belum satu tahun jabat pasti balik modal auto cuan besar gak heran makanya all prabowo apa harus laku demi menang milu balau negara,7
pak biar lah anak muda maju sudah saat tunasmudah tumbuh untuk maju sudah tua santai aja pas blusukan masuk angin,2
wkwkwkkwkwkwk alis gibtlran naik naik secarapsikologis udh kaya org gmn kaya sefnag dengar sesuatu luar panggung atau lewat headset mikro headsetbskin buat arah jawab wkkwkwkwkw,7
nya apa bang,7
nya adalah cawapres gak baca teks,7
saya gak suka sama karena banyak orang bilang politik dinasti nyata memang seperti nya salah pilih wakil,7
ikntidak manfaat untuk rakyat,7
banyak gaya bener yang paling ngerasa cerdas,7
singkat padat jelas ini milenial,7
anak muda indonesia kompak dukung the best and the best,10
adalah harap anak muda yang lama ini abai kami anak muda indonesia selalu dukung juga anak muda nomer kan saya yakin jadi untuk,2
lihat nntiklo sdh jabat apa masih ingat dgn pernytaan dan janji telah ucap,7
aja bisa paham,7
you,7
yang mampu itu anak buruh kalang miskin buat anak bayangkhara,2
para paslon smua gak ada gak manis klo ngomongtetapi klo sudah jadi smua ingkariingat sumpah janji adalah amanah akan kau tanggung jwb kanjadi jgn main dengan smua janjimukrna akhirat itu nyata,7
seperti hafal yah buka debat,6
anak baru lahirrrtapi langsung tua,2
knapa harus guna kata slepet,11
asa baru aja dia bilang dukung ganjar kok sekarang ngelawan ganjar itu gak konsisten,7
cara sampai enak dan antusias ibarat kalo dia jadi dosen siswa gak bakal tidak hanya diam tempat,7
kalo nikel untung kenapa hutang masih numpuk,7
bukan bearti bodoh banyak bicara banyak janji kalo gak tepat dosa jadi bicara perlu lebih banyak kerja nyata,7
pemuda mas gibran,8
emang the best anak muda cardas pasang nomer bakal terus indonesia emas moga rakyat indonesia makin pandai pilih mana baik krn nasi bungkus,2
sdh bisa pasti tuju indonesia emaspokoknya joooos,7
putera mahkota gibran rakabuming raka cuma jago retorika pake istilah asing asli masih zonk prof unggul dari segala aspek realistis,7
seru,7
cak mau bangun kota biaya akan sedot lipat ikn biaya mau tarik inspestor swastapadahal pernah bilang inspestor pada takut gabung bapak sederhana saja asa kalang kelas bawah serti anak sekolah ada makan siang bergiji itu asa langsung oleh kelas bawahdari pada bangun kota baru,7
eeee eeee masuk angin kaya nya,7
agak kocak,7
menang istilah sampe tanya tidak relevan tanya seperti cawapres jawab cawapres semua bagus dan dari cara beliau tanya paslon lain tak ada indikasi rendah jatuh sama sekali itu adab dalam debat malu tanya memang tdk tahu apalagi pena kayak sengaja sembunyi panjang masih sisa waktu itu etika bpk bahkan ketika sudah dikatain maaf tanya sulit beliau tetap fokus dan beri jawab cerdas adil pak cerdas wawas luas dan bisa sama lawan debat sdh senior profesor pres dan wapres sudah pilih oleh langit saya makin tidak segan coblos amin satu yang tidak habis uang demi proyek tdk pro rakyat satu yang tidak penting angka tumbuh ekonomi terlalu lejit demi ada perata dan tanpa perlu tambah hutang luar negeri tumbuh tinggi nikmat kalang tentu apa guna angka kan,7
jokowi junior,7
dan cawapres nomor purba dan anjani,7
serang kurang kencang,7
orang kalau bicara pakai data pasti akan seperti mas karena beliau benar kerja lama ini kami gak butuh omong kosong kami butuh aksi kami gak butuh janji manis kami butuh itu,7
capres dan cawapres,7
kritik kerja siapa yaa,7
suport penuh mas gibran karena pikir anak smk dengan mengupgrade alat bantu praktek sesuai zaman dgn tuju tuju emas dengan gandeng anak muda agar melek teknologi,2
saya rasa kalau boleh mudur diri saja,7
hebat anak muda cerdas smoga pak pak menang dan jadi pimpin amanahaamin salam dari generasi teng orang tua,2
aja tiap org juta untuk rakyat indo pasti mnng,7
yeah wouldnt can turn compass punjabi tamil ringtone,7
hidup mas gibran dan pak prabowo,8
mau lihat mic apakah bener,9
gibran satu putar,3
bener suara cewe ngmong licik gibran hancur dunia anak muda klau tanya jwab gagas ajarin gin,2
ingat imin rendah kaan tapi kenapa imin sampe segitunya anda itu punya agama tau tatacara dengan ilmu agama anda mana yang baik atow buruk aku kecewa imin,7
pintar cerdas dan santun pasti jadi pimpin bangsa sama pak,7
belagu slepet pak ajar maneh akeh pengalamane sing senior istighfar aku ndelok ngene mugo pak sama pak sabar ngadepin anak itu,7
samsul sayur,7
gak ngaca dulu angkat pdi keluar gara gara mau jadi wakil pak,7
umpud,7
wujud pak janji nya biar gak jambu,7
mvpgibran,7
aura gibran ini kyk magnet mmbt lawan bicara bingung mau ngomong apa paling sipsemoga lncr smp hari pemilihanno menangnnti nenek teriak milu curanghrs sadar nekjatah jaya partai sdh slesai,7
trus kota level jakarta makan siang gratis,7
aja pandai ngomong apalagi manusia pandai lagi kalo dar janji sejak tahun sampai sekarang janji terussss aja janji,7
paslon urut,7
ttp,7
sering nyambung klo tanya mahfud ngegas tdk sentuh substansi,7
bapak jwb sesuai tanya dehh greget tele kan kasi mas gibran nungguin jawab nya,7
dan banggategas dan tidak bertelehidup gibran,7
saya dari dulu agar nonton itu masyarakat biasa jangan dukung paslon,7
gib terus,7
gibran gibran ngomong cah cilik isone toke nang,7
ngomonge bocah cilik koyo arep nang wkwkwkwkw,7
gibran top markotop,7
dukung prabowo gibran kumpul,8
aja kalah kena gibran apa lagi ono banyak janjinye masuk akal potkes dedy tau deh reng,7
aja ide capres yang satu ini lanjut pak kami dukung,7
perhati pak muhaimin yang hormat terlalu hyperbola bilang bangun kota tara kota jakarta truss bebas pajak lagi,7
pilih gibran atau prabowo,8
sebenernya tiap dari mereka selalu bisa cari celah dan kasih masuk yang mantap kalau sendiri sendiri jadi kurang lengkap visi misi tuju dll nya rumit juga,7
nggak akan bisa maju klau masih bnyak koruptor,7
lihat seperti alur naruto pak gibran adalah boruto pak prabowo bagai sasuke guru dari boruto sukses jadi boruto lebih kuat ini pak gibran pimpin yang tambah berani dan tegas karna bimbing sama pak prabowo dan tidak lupa pak jokowi ada darah sinobi pak gibran saat nya indonesia update saya dukung prabowo gibran jadi pimpin sudah saat indonesia maju dalam militer dan tetep lanjut misi yang belum realisasi rusia dan amerika militer yang paling kuat tapi tidak untuk indonesia depan calon pimpin yang pas prabowo gibran akan tidak pandang remeh untuk negara lain lanjut prabowo gibran jadi pimpin negara,8
dulu lembah hitam skarang udh tobat pada toko belah gak sadar tunggu megap dulu baru sadar,7
prabowo dan gibran amin,8
fiik slepetnomic,7
pak mahfud,7
dan baca text,7
ngomong kok kumur kumur jgn muluk muluk untuk cari menang rakyat egk bodoh emang uang ada buat kota cak cak,7
selamat datang setor upeti lama proses rintis usaha akan bimbing gilir omzet capai langsung setor saat naik jadi tidak perlu lapor spt krn langsung benchmark,7
sekali pak dan usung pedeipehkrna pedeipeh tidak perlu suara umak sombong makbanteng jdi saya pilih amin,7
ciri manusia muka dua sok pro gilir ada mau utk kpentinganya sok nolak itu sebut munafik ges,7
heran saya dengan kuasa bicara sprti ini padahal apa bicara smua itu rakyat butuh bukti nyata dan hati hati janji janji itu smua akan pertanggungjawaban kan hadap allah swt,7
bagai usaha muda tahunvisi misi sangat cerdassaya pilih gibran,7
klo menang akan jdi terus plonga plongo sulit,5
ttap anies dan gus imin,7
kapan bea cukai wenang sampe keluar negra infrastruktur sosial malah bahas kebun binatang dan makan siang,7
sih gampang tapi nyata nya blm tentu nya calon lurah aja awal manis udah jadi lurah pada hilang manis nya butuh bukti bkn omdo,7
imin cerdas tetap baik saja amin,7
cak kocak,7
cak imin ini kok ada bangett terlalu lebih mas gibran tegas lugas jelasprof mahfud tenang tapi sangat masuk akal smart people,7
gokil,7
wkakaka mas gibran jebul syangaaaaar broooh,7
tetap amin,7
cuma gibran pakai micropon apa mic sangkut telinga fungsi atau ada fungsi lain,9
groomed busana,7
pdip,7
gibran,8
lebih kualitas,7
gerandong kok ada,7
mahfud joz gibran bagus cak imin julid,7
josss muda karya,2
all gibran well,7
tulangtulang tua itu cuma tau cara kuno apalagi soal ekonomi digital yang perkembanganya seperti iblis luar negeri sedang indonesia zaman modern saat ini miris,7
gibran tegas sat set point gak mbluet,7
semua,7
saya anis amin tapi liat skrg yakin milih paslon prabowo gibran anda semua moga menang aamiin,5
dan baca koran mas pernah baca buku hari,7
masih pada jual realitanya belum tentu capai,7
ngk tukar cawapres jdi capres capresnya jdi cawapres heheheeh,7
the point sih emang panjang kalimat nya point,7
banyak org yang banyak bicara itu pintar banyak kerja bukan cuma banyak bicara dukung lawan nya pada panik pas pintar sang pemuda sudah bicara hahaha beri pemuda maka akan guncang dunia lah ini baru diturunin calon pemuda ajh dukung dan lawan udh guncang hahahha,7
gibran,8
mas tegas dan tepat tidak tele tele sukses,7
emas,7
cuma retorika janji manis dan impi belaka tapi akan bisa lebih baik jika system sudah ada jalan dan baik kunci nya bisa buat hasil dan lebih maju adalah tegak hukum bisa jerat kkn dan kriminal lain tanpa pandang bulu lebih disiplin untuk jalan tugas untuk tegak supremasi hukum adil,7
betapa pandai putra dari pak ini sdh pandai sopan mudahhn anda pilih sama untuk,7
orang dalem dalam komenan nya wkwkwk nanti saya coblos aja nya,7
debessss,7
puas bangett kpd pak gibrann,7
gibran sbgai ank muda indonesia spertinya sudah ajar siapa lawan jadi bisa paham ttg karakter lawan,7
cerdas mirif pak,7
dapat lihat mana pimpin yang bisa kembang indonesia dengan ilmu yang kreatif hidup anak muda prabowo dan gibran nggak perlu banyak janji tetapi tidak ada aksi senggol pasang ganjar dan mahmud,2
gibran selalu depan amiin,7
gibran gibranprabowoku,7
masa millenial seperti iniqt butuh sosok yang tulusmuda dan wawas luas serta penuh action yang nyatauntuk bisa bawa bagi adil sosial rakyat,7
urut suruh nanyak malah nerangin,7
pak prabwo gibran mantap,7
waktu bisa putar anis nyesal milih cawapresya gue yakin,7
yang mau jadi binatang kebun binatang pak samsul siapa cung tangan monggo saya sih enggak wkwkwkw jadi manusia normal aja,7
milih prabowo awal bgitu tau gibran awal sdah mlakukan ksalahan kode etik tpi tetap brlanjut jadi raguuu awalin dngn ksalahan belakang apakah aman niii,7
isi paslon dan tele tele ngaco alias ngambang,7
pakai alat bantu duga suryo hilang kok berita nya hilang mahfud dapat harga pbb,7
cinta indonesia cinta pak jokowi,7
mas gibran,8
mantap pilih,7
sampe taiwan ikut ptong tumpeng,7
bicara masa depan mahfud bicara alam imin bicara khayal,7
indonesia maju rakyat makmur sentosa,7
hahaha,7
viral semua medsos bahwa ada suara menit ada suara wanita bilang udah kira siapa yaaaa kira viral itu cuma edit nyata bukti ada org yang beri arah itu,0
aih muhaimin bikin ilfil kalo begini cara,7
kur bawah tanpa agunancuma tinggal wacana pak praktik lapang minjam ttp aja dimintain sertifikatrumahtanah bpkbdll deh sidak lgsg lapang,7
